Province_Number,Political_Subdivision_Segment,Projected_Longitude,Projected_Latitude,Unprojected_Latitude_Radians,Unprojected_Longitude/Radians
47,1,476.03,2348.03,0.20428,0.61194
47,1,475.04,2350.56,0.20436,0.61191
47,1,474.35,2353.53,0.20445,0.61189
47,1,474.11,2356.8,0.20456,0.61188
47,1,474.31,2360.51,0.20468,0.61188
47,1,474.36,2363.47,0.20478,0.61188
47,1,474.57,2367.18,0.2049,0.61189
47,1,475.35,2370,0.20499,0.61191
47,1,475.85,2373.27,0.2051,0.61192
47,1,476.78,2376.23,0.2052,0.61195
47,1,477.56,2379.2,0.20529,0.61198
47,1,478.49,2382.01,0.20539,0.61201
47,1,479.72,2384.68,0.20547,0.61205
47,1,480.93,2387.2,0.20556,0.61208
47,1,482.15,2389.72,0.20564,0.61212
47,1,483.37,2392.24,0.20572,0.61216
47,1,484.59,2394.76,0.2058,0.6122
47,1,485.81,2397.28,0.20589,0.61224
47,1,487.03,2399.8,0.20597,0.61228
47,1,488.54,2402.02,0.20604,0.61233
47,1,489.76,2404.54,0.20612,0.61237
47,1,491.27,2406.76,0.2062,0.61241
47,1,492.93,2408.83,0.20626,0.61247
47,1,494.44,2411.05,0.20634,0.61252
47,1,495.66,2413.57,0.20642,0.61255
47,1,496.86,2415.05,0.20647,0.61259
47,1,498.52,2417.13,0.20653,0.61265
47,1,500.03,2419.35,0.20661,0.6127
47,1,501.54,2421.57,0.20668,0.61274
47,1,503.19,2423.64,0.20675,0.6128
47,1,505.14,2425.42,0.20681,0.61286
47,1,507.08,2427.19,0.20686,0.61292
47,1,509.02,2428.97,0.20692,0.61299
47,1,511.26,2430.45,0.20697,0.61306
47,1,513.49,2431.77,0.20701,0.61313
47,1,515.87,2433.25,0.20706,0.61321
47,1,518.54,2434.28,0.2071,0.6133
47,1,521.21,2435.31,0.20713,0.61338
47,1,523.63,2436.3,0.20716,0.61346
47,1,523.74,2436.34,0.20716,0.61347
47,1,526.12,2437.82,0.20721,0.61354
47,1,528.79,2438.85,0.20725,0.61363
47,1,531.31,2439.88,0.20728,0.61371
47,1,533.98,2440.91,0.20732,0.6138
47,1,537.08,2441.5,0.20733,0.6139
47,1,539.75,2442.53,0.20737,0.61399
47,1,542.71,2443.26,0.20739,0.61409
47,1,545.67,2443.85,0.20741,0.61418
47,1,548.63,2444.58,0.20744,0.61428
47,1,551.73,2445.17,0.20746,0.61438
47,1,554.4,2446.2,0.20749,0.61447
47,1,557.36,2446.93,0.20751,0.61457
47,1,560.03,2447.96,0.20755,0.61465
47,1,562.7,2448.84,0.20758,0.61474
47,1,565.37,2450.02,0.20762,0.61483
47,1,567.6,2451.35,0.20766,0.6149
47,1,569.83,2452.83,0.20771,0.61497
47,1,571.78,2454.6,0.20777,0.61504
47,1,573.72,2456.38,0.20782,0.6151
47,1,575.67,2458.15,0.20788,0.61516
47,1,577.61,2459.93,0.20794,0.61523
47,1,579.55,2461.7,0.208,0.61529
47,1,581.06,2463.93,0.20807,0.61534
47,1,582.72,2466,0.20814,0.61539
47,1,584.22,2468.22,0.20821,0.61544
47,1,585.88,2470.29,0.20828,0.61549
47,1,586.02,2470.29,0.20828,0.6155
47,1,586.17,2470.29,0.20828,0.6155
47,1,586.61,2470.29,0.20828,0.61552
47,1,587.83,2472.81,0.20836,0.61556
47,1,588.33,2476.22,0.20847,0.61557
47,1,588.82,2479.49,0.20858,0.61558
47,1,588.58,2482.75,0.20869,0.61558
47,1,588.33,2486.02,0.20879,0.61557
47,1,588.54,2489.73,0.20892,0.61557
47,1,589.32,2492.69,0.20901,0.61559
47,1,591.26,2494.47,0.20907,0.61566
47,1,593.49,2495.8,0.20911,0.61573
47,1,596.16,2496.83,0.20915,0.61582
47,1,598.54,2498.3,0.2092,0.6159
47,1,600.77,2499.63,0.20924,0.61597
47,1,603.01,2501.11,0.20929,0.61604
47,1,604.67,2497.7,0.20918,0.6161
47,1,627.56,2477.35,0.20851,0.61686
47,1,643.21,2444.47,0.20744,0.61739
47,1,646.91,2422.24,0.20672,0.61752
47,1,671.92,2406.72,0.20621,0.61835
47,1,707.25,2405.65,0.20618,0.61952
47,1,738.69,2415.22,0.2065,0.62055
47,1,762.11,2429.65,0.20697,0.62131
47,1,783.55,2446.01,0.2075,0.62201
47,1,802.96,2462.38,0.20804,0.62264
47,1,821.31,2474.88,0.20845,0.62324
47,1,843.59,2480.62,0.20864,0.62397
47,1,875.89,2480.54,0.20864,0.62503
47,1,906.12,2477.56,0.20855,0.62602
47,1,936.3,2469.76,0.20829,0.62702
47,1,962.36,2456.17,0.20785,0.62788
47,1,976.12,2443.61,0.20744,0.62834
47,1,1022.64,2371.06,0.20508,0.6299
47,1,1027.58,2362.36,0.20479,0.63007
47,1,1034.61,2358.47,0.20467,0.6303
47,1,1046.8,2364.24,0.20486,0.6307
47,1,1086.46,2386.36,0.20558,0.63199
47,1,1101.66,2390.19,0.20571,0.63249
47,1,1114.99,2390.13,0.20571,0.63293
47,1,1126.99,2380.45,0.20539,0.63333
47,1,1132.83,2362.08,0.20479,0.63353
47,1,1132.63,2345.66,0.20425,0.63353
47,1,1138.42,2323.44,0.20353,0.63373
47,1,1152.26,2297.33,0.20268,0.63419
47,1,1169.93,2252.86,0.20123,0.63479
47,1,1196.84,2219.96,0.20015,0.63569
47,1,1222.99,2207.34,0.19974,0.63655
47,1,1247.14,2197.63,0.19943,0.63735
47,1,1269.19,2180.2,0.19886,0.63808
47,1,1277.92,2145.41,0.19772,0.63838
47,1,1271.57,2119.34,0.19687,0.63818
47,1,1238.45,2091.17,0.19595,0.6371
47,1,1235.33,2083.45,0.1957,0.637
47,1,1238.23,2070.88,0.19529,0.6371
47,1,1259.48,2030.49,0.19397,0.63781
47,1,1261.88,2011.91,0.19336,0.6379
47,1,1255.75,2006.12,0.19317,0.6377
47,1,1245.55,1999.38,0.19295,0.63737
47,1,1227.29,1995.56,0.19282,0.63677
47,1,1205.91,1984.01,0.19245,0.63607
47,1,1183.43,1965.7,0.19185,0.63534
47,1,1153.46,1910.7,0.19005,0.63438
47,1,1140.88,1872.08,0.18879,0.63398
47,1,1147.84,1860.47,0.18841,0.63421
47,1,1162.96,1853.68,0.18819,0.63471
47,1,1168.8,1832.41,0.18749,0.63491
47,1,1167.45,1801.5,0.18648,0.63488
47,1,1162.1,1775.42,0.18563,0.63471
47,1,1160.81,1749.34,0.18478,0.63468
47,1,1167.68,1729.03,0.18412,0.63491
47,1,1189.77,1708.7,0.18345,0.63564
47,1,1218.09,1701.87,0.18323,0.63657
47,1,1240.39,1701.83,0.18323,0.6373
47,1,1261.68,1701.78,0.18323,0.638
47,1,1268.74,1697.91,0.18311,0.63823
47,1,1271.69,1688.24,0.18279,0.63833
47,1,1272.5,1667.95,0.18213,0.63836
47,1,1274.34,1649.58,0.18153,0.63843
47,1,1297.56,1638.91,0.18118,0.63919
47,1,1316.83,1638.87,0.18118,0.63982
47,1,1343.22,1640.75,0.18124,0.64069
47,1,1381.75,1638.75,0.18118,0.64195
47,1,1424.26,1629.97,0.1809,0.64334
47,1,1468.81,1620.23,0.18058,0.6448
47,1,1507.22,1604.7,0.18008,0.64606
47,1,1551.7,1585.3,0.17945,0.64753
47,1,1567.82,1571.75,0.179,0.64806
47,1,1580.72,1536.94,0.17787,0.64849
47,1,1580.61,1523.41,0.17743,0.64849
47,1,1551.17,1518.08,0.17725,0.64753
47,1,1532.9,1518.11,0.17725,0.64693
47,1,1501.44,1518.16,0.17725,0.6459
47,1,1461.86,1518.23,0.17725,0.64461
47,1,1423.32,1522.17,0.17738,0.64334
47,1,1378.82,1538.68,0.17791,0.64188
47,1,1342.41,1551.31,0.17832,0.64069
47,1,1300.89,1560.09,0.17861,0.63933
47,1,1270.47,1563.05,0.1787,0.63833
47,1,1233.95,1563.12,0.1787,0.63713
47,1,1217.65,1557.35,0.17851,0.6366
47,1,1201.25,1540.96,0.17798,0.63607
47,1,1181.74,1518.78,0.17725,0.63544
47,1,1144.9,1490.83,0.17634,0.63425
47,1,1124.35,1466.72,0.17555,0.63358
47,1,1085.5,1435.72,0.17453,0.63232
47,1,1048.77,1413.16,0.17379,0.63113
47,1,1032.47,1400.62,0.17338,0.6306
47,1,1027.77,1397.19,0.17327,0.63045
47,1,1026.44,1386.65,0.17293,0.63041
47,1,1046.99,1340.54,0.17142,0.6311
47,1,1050.56,1331.44,0.17112,0.63122
47,1,1052.64,1319.56,0.17074,0.63129
47,1,1050.32,1309.08,0.17039,0.63122
47,1,1042.1,1295.82,0.16996,0.63095
47,1,1042.71,1284.63,0.1696,0.63098
47,1,1048.43,1269.24,0.16909,0.63117
47,1,1082.02,1222.98,0.16759,0.63228
47,1,1090.77,1215.97,0.16736,0.63257
47,1,1100.72,1207.77,0.16709,0.6329
47,1,1121.51,1201.92,0.1669,0.63358
47,1,1169.97,1194.83,0.16667,0.63516
47,1,1187.56,1189.21,0.16649,0.63574
47,1,1205.13,1180.78,0.16622,0.63632
47,1,1221.19,1168.17,0.16581,0.63684
47,1,1238.61,1144.37,0.16503,0.63742
47,1,1239.79,1139.82,0.16488,0.63746
47,1,1238.43,1124.8,0.16439,0.63742
47,1,1214.56,1089.9,0.16325,0.63665
47,1,1205.58,1074.54,0.16275,0.63636
47,1,1199.68,1073.15,0.1627,0.63617
47,1,1184.7,1071.43,0.16264,0.63568
47,1,1169.29,1076.35,0.1628,0.63518
47,1,1155.66,1085.82,0.16311,0.63473
47,1,1142.39,1083.06,0.16302,0.6343
47,1,1126.13,1076.1,0.16279,0.63377
47,1,1084.4,1049.27,0.16191,0.63242
47,1,1077.71,1042.99,0.16171,0.6322
47,1,1077.16,1035.66,0.16147,0.63219
47,1,1080.22,998.95,0.16027,0.6323
47,1,1078.66,990.57,0.16,0.63225
47,1,1033.69,958.86,0.15896,0.63079
47,1,1018.9,953.31,0.15878,0.63031
47,1,992.41,954.76,0.15882,0.62945
47,1,963.14,971.6,0.15937,0.62849
47,1,941.33,996.82,0.16019,0.62777
47,1,922.4,1016.43,0.16083,0.62714
47,1,904.86,1028.01,0.16121,0.62657
47,1,885.78,1032.95,0.16137,0.62594
47,1,873.22,1028.08,0.16121,0.62553
47,1,860.61,1019.37,0.16092,0.62513
47,1,848.74,1011.01,0.16065,0.62474
47,1,818.94,978.93,0.1596,0.62378
47,1,799.67,967.44,0.15922,0.62316
47,1,786.43,968.17,0.15924,0.62272
47,1,774.7,972.4,0.15938,0.62234
47,1,767.47,984.3,0.15977,0.6221
47,1,767.58,994.08,0.16009,0.6221
47,1,770.05,1016.45,0.16082,0.62217
47,1,776.2,1038.8,0.16155,0.62236
47,1,805.37,1079.62,0.16288,0.6233
47,1,812.9,1094.98,0.16339,0.62354
47,1,816.01,1108.96,0.16384,0.62364
47,1,810.36,1129.94,0.16453,0.62344
47,1,791.54,1155.15,0.16535,0.62282
47,1,762.67,1201.36,0.16686,0.62186
47,1,746.7,1218.17,0.1674,0.62133
47,1,723.37,1235.01,0.16795,0.62056
47,1,628.45,1285.58,0.16959,0.61744
47,1,622.7,1295.38,0.16991,0.61725
47,1,618.52,1313.57,0.17051,0.6171
47,1,612.77,1323.37,0.17083,0.61691
47,1,608.53,1335.96,0.17124,0.61677
47,1,604.28,1348.55,0.17165,0.61662
47,1,594.16,1361.16,0.17206,0.61629
47,1,576.7,1373.79,0.17247,0.61571
47,1,557.75,1385.03,0.17283,0.61509
47,1,532.91,1394.88,0.17315,0.61427
47,1,515.36,1400.52,0.17334,0.61369
47,1,497.75,1401.97,0.17338,0.61312
47,1,474.19,1397.84,0.17325,0.61235
47,1,455.11,1399.29,0.17329,0.61172
47,1,436.13,1407.74,0.17356,0.6111
47,1,417.09,1437.43,0.17453,0.61046
47,1,418.05,1441.94,0.17468,0.61049
47,1,418.95,1449.55,0.17493,0.61052
47,1,422.27,1457.54,0.17519,0.61062
47,1,422.8,1467.05,0.1755,0.61064
47,1,420.16,1477.72,0.17585,0.61055
47,1,415.08,1486.11,0.17612,0.61038
47,1,407.2,1493.75,0.17637,0.61011
47,1,398.41,1494.53,0.17639,0.60983
47,1,391.17,1491.13,0.17628,0.60959
47,1,378.71,1486.98,0.17615,0.60919
47,1,369.08,1484.72,0.17607,0.60887
47,1,358.64,1481.71,0.17597,0.60853
47,1,352.54,1474.11,0.17572,0.60834
47,1,353.6,1464.97,0.17543,0.60837
47,1,358.66,1455.44,0.17511,0.60854
47,1,365.33,1446.67,0.17483,0.60877
47,1,372.52,1437.56,0.17453,0.60901
47,1,376.4,1421.93,0.17402,0.60914
47,1,382.15,1413.52,0.17375,0.60933
47,1,387.85,1400.92,0.17334,0.60952
47,1,389.22,1393.93,0.17311,0.60957
47,1,387.59,1382.75,0.17274,0.60952
47,1,385.84,1363.18,0.17211,0.60948
47,1,382.56,1339.43,0.17133,0.60938
47,1,372.06,1324.08,0.17083,0.60904
47,1,352.77,1311.56,0.17042,0.60842
47,1,344.86,1272.43,0.16914,0.60818
47,1,347.4,1244.46,0.16823,0.60828
47,1,339.67,1217.92,0.16736,0.60804
47,1,332.08,1201.17,0.16681,0.6078
47,1,322.96,1180.23,0.16613,0.60751
47,1,306.65,1170.49,0.16581,0.60698
47,1,300.74,1169.11,0.16576,0.60679
47,1,291.78,1171.59,0.16584,0.60649
47,1,281.73,1176.15,0.16599,0.60616
47,1,268.67,1188.78,0.1664,0.60573
47,1,234.34,1204.26,0.1669,0.6046
47,1,230.19,1206.66,0.16698,0.60446
47,1,215.34,1220.13,0.16742,0.60397
47,1,198.11,1231.81,0.1678,0.6034
47,1,179.92,1241.26,0.1681,0.60281
47,1,163.03,1244.44,0.16821,0.60225
47,1,146.13,1245.84,0.16825,0.6017
47,1,132.58,1251.7,0.16844,0.60125
47,1,119.96,1256.66,0.1686,0.60084
47,1,110.09,1257.14,0.16862,0.60052
47,1,105.37,1255.81,0.16857,0.60036
47,1,102.98,1253.58,0.1685,0.60029
47,1,105.27,1249.55,0.16837,0.60036
47,1,114.58,1243.26,0.16816,0.60067
47,1,124.28,1232.04,0.1678,0.60099
47,1,130.2,1219.05,0.16737,0.60119
47,1,137.07,1206.95,0.16698,0.60142
47,1,149.19,1199.76,0.16675,0.60182
47,1,150.05,1194.39,0.16657,0.60185
47,1,148.06,1187.24,0.16634,0.60179
47,1,138.49,1176.54,0.16599,0.60148
47,1,128.07,1172.1,0.16584,0.60115
47,1,114.97,1177.06,0.166,0.60072
47,1,100.62,1192.31,0.1665,0.60024
47,1,91.36,1201.29,0.16679,0.59993
47,1,84.78,1202.2,0.16682,0.59972
47,1,77.62,1195.07,0.16659,0.59949
47,1,58.57,1179.92,0.16609,0.59887
47,1,35.85,1171.05,0.1658,0.59813
47,1,22.09,1163.94,0.16556,0.59769
47,1,21.02,1155.44,0.16529,0.59766
47,1,23.32,1152.31,0.16518,0.59774
47,1,34.12,1150.48,0.16513,0.59809
47,1,62.75,1146.36,0.16499,0.59903
47,1,104.04,1139.07,0.16476,0.60038
47,1,123.73,1134.09,0.1646,0.60102
47,1,131.66,1129.14,0.16444,0.60128
47,1,135.23,1116.61,0.16403,0.60141
47,1,134.97,1099.01,0.16346,0.60141
47,1,132.01,1089.78,0.16315,0.60132
47,1,127.35,1081.56,0.16289,0.60117
47,1,111.14,1079.56,0.16282,0.60064
47,1,103.75,1077.44,0.16275,0.6004
47,1,78.38,1054.45,0.162,0.59958
47,1,69.3,1037.7,0.16145,0.59929
47,1,66.24,1030.02,0.1612,0.5992
47,1,54.37,1023.76,0.16099,0.59881
47,1,27.88,1023.85,0.16099,0.59795
47,1,-0.16,1019.04,0.16083,0.59704
47,1,-48.79,997.74,0.16013,0.59546
47,1,-48.9,999.89,0.1602,0.59546
47,1,-49.65,1009.1,0.1605,0.59543
47,1,-50.1,1018.31,0.1608,0.59541
47,1,-50.84,1027.52,0.1611,0.59538
47,1,-51.29,1036.73,0.1614,0.59536
47,1,-52.04,1045.79,0.1617,0.59533
47,1,-52.49,1055,0.162,0.59531
47,1,-53.24,1064.21,0.1623,0.59528
47,1,-53.68,1073.42,0.1626,0.59526
47,1,-54.43,1082.64,0.1629,0.59523
47,1,-54.88,1091.85,0.1632,0.59521
47,1,-55.62,1101.06,0.1635,0.59518
47,1,-56.07,1110.27,0.1638,0.59516
47,1,-56.96,1119.48,0.1641,0.59513
47,1,-57.26,1128.69,0.1644,0.59512
47,1,-58.15,1137.9,0.16471,0.59508
47,1,-58.89,1147.41,0.16502,0.59505
47,1,-59.33,1156.62,0.16532,0.59503
47,1,-60.08,1165.83,0.16562,0.595
47,1,-60.36,1171.62,0.16581,0.59499
47,1,-60.36,1171.62,0.16581,0.59499
47,1,-60.36,1171.67,0.16581,0.59499
47,1,-60.52,1175.04,0.16592,0.59499
47,1,-61.26,1184.25,0.16622,0.59496
47,1,-62.01,1193.46,0.16652,0.59493
47,1,-62.49,1200,0.16673,0.59491
48,1,4009.64,1254.31,0.16867,0.7279
48,1,4029.99,1263.28,0.16896,0.72857
48,1,4053.52,1264.8,0.16901,0.72934
48,1,4127.28,1263.38,0.16896,0.73175
48,1,4139.69,1264.99,0.16901,0.73215
48,1,4153.87,1278.33,0.16944,0.73262
48,1,4188.2,1311.19,0.17052,0.73375
48,1,4210.07,1327.62,0.17105,0.73447
48,1,4224.29,1336.52,0.17134,0.73493
48,1,4248.02,1334.67,0.17128,0.73571
48,1,4278.71,1326.25,0.171,0.73671
48,1,4364.01,1295,0.16998,0.73949
48,1,4377.44,1281.07,0.16952,0.73993
48,1,4340.3,1254.9,0.16867,0.73871
48,1,4327.31,1245.88,0.16838,0.73828
48,1,4316.86,1239.79,0.16818,0.73794
48,1,4305.11,1237.35,0.1681,0.73755
48,1,4293.1,1236.6,0.16808,0.73716
48,1,4280.82,1237.56,0.16811,0.73676
48,1,4276.73,1236.58,0.16808,0.73663
48,1,4271.64,1231.71,0.16792,0.73646
48,1,4264.05,1220.29,0.16755,0.73621
48,1,4261.07,1194.92,0.16672,0.73611
48,1,4258.12,1184.04,0.16636,0.73601
48,1,4251.79,1171.04,0.16594,0.7358
48,1,4232.65,1163.59,0.1657,0.73517
48,1,4215.75,1159.06,0.16555,0.73462
48,1,4178.07,1159.02,0.16555,0.73339
48,1,4134.1,1160.46,0.1656,0.73195
48,1,4128.78,1162.01,0.16565,0.73178
48,1,4110.56,1160.44,0.1656,0.73119
48,1,4090.18,1152.96,0.16535,0.73052
48,1,4071.01,1151.25,0.1653,0.72989
48,1,4054.07,1152.92,0.16535,0.72934
48,1,4038.34,1158.87,0.16555,0.72883
48,1,4039.84,1175.28,0.16608,0.72888
48,1,4035.5,1194.01,0.1667,0.72874
48,1,4027.13,1205.1,0.16706,0.72847
48,1,4003.51,1221.49,0.16759,0.7277
48,1,3999.23,1231.78,0.16793,0.72756
48,1,3998.71,1242.37,0.16828,0.72755
49,1,-662.31,324.53,0.13809,0.57583
49,1,-661.61,321.56,0.13799,0.57585
49,1,-661.36,318.58,0.1379,0.57586
49,1,-660.67,315.76,0.1378,0.57588
49,1,-660.14,311.3,0.13766,0.5759
49,1,-658.56,307.9,0.13755,0.57596
49,1,-658.13,306.93,0.13752,0.57597
49,1,-657.56,305.49,0.13747,0.57599
49,1,-657.27,305.05,0.13745,0.576
49,1,-656.12,302.07,0.13736,0.57604
49,1,-655.84,301.38,0.13733,0.57605
49,1,-655.26,299.99,0.13729,0.57607
49,1,-655.12,299.54,0.13727,0.57607
49,1,-653.67,297.31,0.1372,0.57612
49,1,-653.25,295.67,0.13715,0.57614
49,1,-652.97,294.33,0.1371,0.57615
49,1,-651.97,291.8,0.13702,0.57618
49,1,-650.82,289.27,0.13694,0.57622
49,1,-649.36,287.04,0.13687,0.57627
49,1,-647.61,284.8,0.13679,0.57632
49,1,-645.86,282.87,0.13673,0.57638
49,1,-643.95,281.08,0.13667,0.57645
49,1,-642.18,279.58,0.13662,0.5765
49,1,-639.97,278.09,0.13658,0.57658
49,1,-638.21,276.3,0.13652,0.57664
49,1,-636.3,274.81,0.13647,0.5767
49,1,-635,272.28,0.13639,0.57674
49,1,-633.86,269.3,0.13629,0.57678
49,1,-633.61,266.03,0.13618,0.57679
49,1,-633.36,263.06,0.13609,0.5768
49,1,-632.21,260.53,0.136,0.57684
49,1,-630.45,258.59,0.13594,0.5769
49,1,-626.73,258.58,0.13594,0.57702
49,1,-623.74,258.86,0.13595,0.57712
49,1,-620.75,259.6,0.13598,0.57721
49,1,-617.02,259.58,0.13598,0.57733
49,1,-614.5,258.83,0.13595,0.57742
49,1,-611.84,257.33,0.1359,0.5775
49,1,-609.78,255.84,0.13585,0.57757
49,1,-607.56,254.35,0.13581,0.57764
49,1,-603.84,254.33,0.13581,0.57776
49,1,-600.11,254.62,0.13582,0.57789
49,1,-597.4,255.79,0.13585,0.57797
49,1,-595.3,256.83,0.13589,0.57804
49,1,-592.6,257.86,0.13592,0.57813
49,1,-590.35,258.89,0.13596,0.5782
49,1,-587.35,260.07,0.13599,0.5783
49,1,-584.36,260.65,0.13601,0.5784
49,1,-581.36,261.38,0.13604,0.57849
49,1,-578.37,262.11,0.13606,0.57859
49,1,-575.38,262.4,0.13607,0.57869
49,1,-572.09,263.13,0.1361,0.57879
49,1,-569.12,262.38,0.13607,0.57889
49,1,-566.61,261.33,0.13604,0.57897
49,1,-564.4,259.39,0.13598,0.57904
49,1,-562.19,257.6,0.13592,0.57912
49,1,-559.67,256.84,0.13589,0.5792
49,1,-556.25,256.68,0.13589,0.57931
49,1,-552.96,257.12,0.1359,0.57942
49,1,-550.75,255.62,0.13585,0.57949
49,1,-548.53,254.13,0.13581,0.57956
49,1,-546.32,252.93,0.13577,0.57964
49,1,-543.8,251.88,0.13573,0.57972
49,1,-540.08,251.42,0.13572,0.57984
49,1,-536.81,251.11,0.13571,0.57995
49,1,-533.38,250.95,0.1357,0.58006
49,1,-530.1,250.64,0.13569,0.58016
49,1,-527.89,249.45,0.13566,0.58024
49,1,-525.67,247.95,0.13561,0.58031
49,1,-523.17,246.16,0.13555,0.58039
49,1,-521.4,244.67,0.1355,0.58045
49,1,-519.95,242.44,0.13543,0.5805
49,1,-518.79,239.91,0.13534,0.58054
49,1,-517.79,237.23,0.13526,0.58057
49,1,-516.33,235.44,0.1352,0.58062
49,1,-514.57,233.65,0.13514,0.58068
49,1,-512.06,231.71,0.13508,0.58076
49,1,-509.39,230.96,0.13505,0.58085
49,1,-506.43,229.91,0.13502,0.58095
49,1,-503.46,229.15,0.135,0.58104
49,1,-501.39,227.96,0.13496,0.58111
49,1,-498.43,226.76,0.13492,0.58121
49,1,-496.21,225.71,0.13488,0.58128
49,1,-493.69,224.22,0.13484,0.58136
49,1,-491.48,223.02,0.1348,0.58143
49,1,-489.26,221.97,0.13476,0.58151
49,1,-487.04,220.48,0.13471,0.58158
49,1,-484.08,218.98,0.13467,0.58168
49,1,-481.11,218.23,0.13464,0.58177
49,1,-477.84,217.77,0.13463,0.58188
49,1,-475.3,218.21,0.13464,0.58196
49,1,-471.86,218.79,0.13466,0.58207
49,1,-469.31,219.97,0.1347,0.58216
49,1,-467.06,221,0.13473,0.58223
49,1,-464.8,222.33,0.13478,0.5823
49,1,-462.09,223.8,0.13483,0.58239
49,1,-459.54,224.84,0.13486,0.58247
49,1,-457.29,226.02,0.1349,0.58255
49,1,-454.29,227.05,0.13493,0.58264
49,1,-452.04,228.08,0.13497,0.58271
49,1,-449.33,229.55,0.13502,0.5828
49,1,-446.79,230.29,0.13504,0.58288
49,1,-443.79,231.32,0.13507,0.58298
49,1,-440.8,232.05,0.1351,0.58308
49,1,-437.35,232.78,0.13512,0.58319
49,1,-434.52,233.07,0.13513,0.58328
49,1,-431.08,233.35,0.13514,0.58339
49,1,-427.8,233.64,0.13515,0.5835
49,1,-424.37,233.62,0.13515,0.58361
49,1,-424.07,234.07,0.13517,0.58362
49,1,-420.34,233.91,0.13516,0.58374
49,1,-417.06,233.9,0.13516,0.58385
49,1,-413.63,234.18,0.13517,0.58396
49,1,-410.35,233.87,0.13516,0.58407
49,1,-407.38,233.42,0.13515,0.58416
49,1,-404.41,232.37,0.13511,0.58426
49,1,-402.65,230.43,0.13505,0.58432
49,1,-401.19,228.64,0.13499,0.58437
49,1,-399.43,226.41,0.13492,0.58443
49,1,-397.52,224.47,0.13486,0.58449
49,1,-395.3,223.42,0.13482,0.58456
49,1,-392.49,222.22,0.13478,0.58465
49,1,-391.6,222.14,0.13478,0.58468
49,1,-391.6,222.14,0.13478,0.58468
49,1,-389.06,221.91,0.13477,0.58477
49,1,-385.79,221.46,0.13476,0.58487
49,1,-383.27,220.7,0.13473,0.58495
49,1,-380.3,219.95,0.13471,0.58505
49,1,-378.38,218.46,0.13466,0.58511
49,1,-376.63,216.22,0.13459,0.58517
49,1,-375.62,213.69,0.13451,0.58521
49,1,-374.62,211.02,0.13442,0.58524
49,1,-372.71,208.78,0.13435,0.5853
49,1,-371.25,206.99,0.13429,0.58535
49,1,-369.19,205.2,0.13423,0.58542
49,1,-366.97,204.01,0.13419,0.58549
49,1,-364.3,202.81,0.13415,0.58558
49,1,-361.48,202.06,0.13413,0.58567
49,1,-358.06,201.3,0.1341,0.58578
49,1,-355.09,200.85,0.13409,0.58588
49,1,-351.81,200.54,0.13408,0.58599
49,1,-348.84,199.78,0.13406,0.58608
49,1,-345.55,200.07,0.13407,0.58619
49,1,-342.57,200.36,0.13407,0.58629
49,1,-339.13,201.09,0.1341,0.5864
49,1,-336.13,201.82,0.13412,0.5865
49,1,-332.85,202.11,0.13413,0.5866
49,1,-329.56,202.39,0.13414,0.58671
49,1,-326.12,203.12,0.13417,0.58682
49,1,-322.84,203.11,0.13417,0.58693
49,1,-319.12,202.95,0.13416,0.58705
49,1,-316.14,202.64,0.13415,0.58715
49,1,-312.87,201.89,0.13413,0.58725
49,1,-310.2,200.69,0.13409,0.58734
49,1,-308.13,199.65,0.13406,0.58741
49,1,-305.47,198.15,0.13401,0.58749
49,1,-303.41,196.21,0.13394,0.58756
49,1,-301.5,194.42,0.13389,0.58763
49,1,-299.73,192.93,0.13384,0.58768
49,1,-297.52,191.44,0.13379,0.58776
49,1,-295,190.24,0.13375,0.58784
49,1,-291.58,189.78,0.13374,0.58795
49,1,-288.29,190.22,0.13375,0.58806
49,1,-285.01,190.06,0.13375,0.58816
49,1,-281.58,189.75,0.13374,0.58828
49,1,-278.62,188.55,0.1337,0.58837
49,1,-276.85,187.06,0.13365,0.58843
49,1,-274.64,185.57,0.1336,0.5885
49,1,-272.57,184.07,0.13355,0.58857
49,1,-270.36,182.28,0.13349,0.58864
49,1,-268.9,180.05,0.13342,0.58869
49,1,-267.44,178.11,0.13336,0.58874
49,1,-266.43,175.59,0.13327,0.58877
49,1,-265.42,173.35,0.1332,0.58881
49,1,-264.26,170.82,0.13312,0.58885
49,1,-262.51,168.14,0.13303,0.58891
49,1,-261.5,166.06,0.13296,0.58894
49,1,-260.04,163.83,0.13289,0.58899
49,1,-258.27,161.89,0.13283,0.58905
49,1,-256.81,160.1,0.13277,0.58909
49,1,-255.05,158.17,0.13271,0.58915
49,1,-252.84,155.93,0.13263,0.58923
49,1,-249.61,152.35,0.13252,0.58933
49,1,-249.46,152.2,0.13251,0.58934
49,1,-247.7,150.12,0.13245,0.5894
49,1,-245.94,148.18,0.13238,0.58945
49,1,-244.17,146.69,0.13233,0.58951
49,1,-242.71,144.9,0.13228,0.58956
49,1,-240.96,142.22,0.13219,0.58962
49,1,-239.49,140.44,0.13213,0.58967
49,1,-237.73,138.2,0.13206,0.58973
49,1,-235.81,136.71,0.13201,0.58979
49,1,-233.3,135.22,0.13196,0.58987
49,1,-230.77,134.46,0.13194,0.58995
49,1,-228.11,133.27,0.1319,0.59004
49,1,-225.59,132.22,0.13186,0.59012
