household_id,household_id2,rural,pw_w3,saq01,saq03,saq06,saq08,hh_s6aq0a,hh_s6aq01,hh_s6aq02
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Laundry soap,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Hand soap,1,16
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Other personal care goods,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Charcoal,1,50
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Firewood,1,25
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Kerosene,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,"Cigarettes, tobacco, suret, ga",2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,Transport,1,200
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,House rent,1,150
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Matches,1,1
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Batteries,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,"Candles, incense",2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Laundry soap,1,15
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Hand soap,1,8
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Other personal care goods,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Charcoal,1,10
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Firewood,1,50
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Kerosene,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,"Cigarettes, tobacco, suret, ga",2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,Transport,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,House rent,1,100
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Matches,1,1
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Batteries,1,5
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,"Candles, incense",1,10
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Laundry soap,1,40
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Hand soap,1,8
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Other personal care goods,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Charcoal,1,10
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Firewood,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,Kerosene,2,
