,household_id,household_id2,rural,saq01,saq02,saq03,saq06,saq08,hh_saq09,hh_saq11,hh_saq12
1012,3030302404105,30303088802404105,1,3,3,3,24,105,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1013,3030302404121,30303088802404121,1,3,3,3,24,121,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1014,3030302404138,30303088802404138,1,3,3,3,24,138,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1015,3030302404153,30303088802404153,1,3,3,3,24,153,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1016,3030302404171,30303088802404171,1,3,3,3,24,171,,**CONFIDENTIAL**,**CONFIDENTIAL**
1017,3030400906010,30304088800906010,1,3,3,4,9,10,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1018,3030400906012,30304088800906012,1,3,3,4,9,12,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1019,3030400906051,30304088800906051,1,3,3,4,9,51,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1020,3030400906059,30304088800906059,1,3,3,4,9,59,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1021,3030400906077,30304088800906077,1,3,3,4,9,77,9.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1022,3030400906098,30304088800906098,1,3,3,4,9,98,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1023,3030400906110,30304088800906110,1,3,3,4,9,110,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1024,3030400906122,30304088800906122,1,3,3,4,9,122,9.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1025,3030400906134,30304088800906134,1,3,3,4,9,134,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1026,3030400906149,30304088800906149,1,3,3,4,9,149,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1027,3030400906161,30304088800906161,1,3,3,4,9,161,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1028,3030400906174,30304088800906174,1,3,3,4,9,174,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1029,3030501101002,30305088801101002,1,3,3,5,11,2,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1030,3030501101023,30305088801101023,1,3,3,5,11,23,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1031,3030501101044,30305088801101044,1,3,3,5,11,44,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1032,3030501101051,30305088801101051,1,3,3,5,11,51,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1033,3030501101065,30305088801101065,1,3,3,5,11,65,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1034,3030501101072,30305088801101072,1,3,3,5,11,72,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1035,3030501101081,30305088801101081,1,3,3,5,11,81,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1036,3030501101087,30305088801101087,1,3,3,5,11,87,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1037,3030501101108,30305088801101108,1,3,3,5,11,108,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1038,3030501101123,30305088801101123,1,3,3,5,11,123,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1039,3030501101130,30305088801101130,1,3,3,5,11,130,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1040,3030501101193,30305088801101193,1,3,3,5,11,193,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1041,3030701002003,30307088801002003,1,3,3,7,10,3,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1042,3030701002022,30307088801002022,1,3,3,7,10,22,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1043,3030701002040,30307088801002040,1,3,3,7,10,40,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1044,3030701002043,30307088801002043,1,3,3,7,10,43,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1045,3030701002062,30307088801002062,1,3,3,7,10,62,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1046,3030701002081,30307088801002081,1,3,3,7,10,81,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1047,3030701002100,30307088801002100,1,3,3,7,10,100,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1048,3030701002101,30307088801002101,1,3,3,7,10,101,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1049,3030701002120,30307088801002120,1,3,3,7,10,120,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1050,3030701002138,30307088801002138,1,3,3,7,10,138,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1051,3030701002156,30307088801002156,1,3,3,7,10,156,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1052,3030701002174,30307088801002174,1,3,3,7,10,174,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1053,3030801617003,30308088801617003,1,3,3,8,16,3,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1054,3030801617018,30308088801617018,1,3,3,8,16,18,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1055,3030801617033,30308088801617033,1,3,3,8,16,33,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1056,3030801617047,30308088801617047,1,3,3,8,16,47,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1057,3030801617056,30308088801617056,1,3,3,8,16,56,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1058,3030801617061,30308088801617061,1,3,3,8,16,61,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1059,3030801617076,30308088801617076,1,3,3,8,16,76,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1060,3030801617088,30308088801617088,1,3,3,8,16,88,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1061,3030801617115,30308088801617115,1,3,3,8,16,115,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1062,3030801617127,30308088801617127,1,3,3,8,16,127,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1063,3030801617151,30308088801617151,1,3,3,8,16,151,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1064,3030900308014,30309010100308014,3,3,3,9,3,14,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1065,3030900308022,30309010100308022,3,3,3,9,3,22,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1066,3030900308030,30309010100308030,3,3,3,9,3,30,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1067,3030900308038,30309010100308038,3,3,3,9,3,38,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1068,3030900308046,30309010100308046,3,3,3,9,3,46,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1069,3030900308054,30309010100308054,3,3,3,9,3,54,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1070,3030900308062,30309010100308062,3,3,3,9,3,62,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1071,3030900308070,30309010100308070,3,3,3,9,3,70,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1072,3030900308078,30309010100308078,3,3,3,9,3,78,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1073,3030900308086,30309010100308086,3,3,3,9,3,86,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1074,3030900308094,30309010100308094,3,3,3,9,3,94,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1075,3030900308102,30309010100308102,3,3,3,9,3,102,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1076,3030900308110,30309010100308110,3,3,3,9,3,110,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1077,3030900308118,30309010100308118,3,3,3,9,3,118,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1078,3031001701004,30310088801701004,1,3,3,10,17,4,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1079,3031001701022,30310088801701022,1,3,3,10,17,22,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1080,3031001701040,30310088801701040,1,3,3,10,17,40,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1081,3031001701045,30310088801701045,1,3,3,10,17,45,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1082,3031001701062,30310088801701062,1,3,3,10,17,62,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1083,3031001701081,30310088801701081,1,3,3,10,17,81,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1084,3031001701099,30310088801701099,1,3,3,10,17,99,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1085,3031001701100,30310088801701100,1,3,3,10,17,100,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1086,3031001701118,30310088801701118,1,3,3,10,17,118,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1087,3031001701139,30310088801701139,1,3,3,10,17,139,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1088,3031001701157,30310088801701157,1,3,3,10,17,157,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1089,3031001701176,30310088801701176,1,3,3,10,17,176,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1090,3040301401004,30403088801401004,1,3,4,3,14,4,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1091,3040301401014,30403088801401014,1,3,4,3,14,14,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1092,3040301401019,30403088801401019,1,3,4,3,14,19,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1093,3040301401027,30403088801401027,1,3,4,3,14,27,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1094,3040301401035,30403088801401035,1,3,4,3,14,35,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1095,3040301401050,30403088801401050,1,3,4,3,14,50,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1096,3040301401065,30403088801401065,1,3,4,3,14,65,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1097,3040301401080,30403088801401080,1,3,4,3,14,80,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1098,3040301401095,30403088801401095,1,3,4,3,14,95,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1099,3040301401110,30403088801401110,1,3,4,3,14,110,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1100,3040301401125,30403088801401125,1,3,4,3,14,125,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1101,3040301401140,30403088801401140,1,3,4,3,14,140,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1102,3040600801004,30406088800801004,1,3,4,6,8,4,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1103,3040600801016,30406088800801016,1,3,4,6,8,16,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1104,3040600801028,30406088800801028,1,3,4,6,8,28,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1105,3040600801041,30406088800801041,1,3,4,6,8,41,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1106,3040600801053,30406088800801053,1,3,4,6,8,53,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1107,3040600801065,30406088800801065,1,3,4,6,8,65,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1108,3040600801079,30406088800801079,1,3,4,6,8,79,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1109,3040600801090,30406088800801090,1,3,4,6,8,90,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1110,3040600801092,30406088800801092,1,3,4,6,8,92,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1111,3040600801104,30406088800801104,1,3,4,6,8,104,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1112,3040600801118,30406088800801118,1,3,4,6,8,118,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1113,3040901203004,30409088801203004,1,3,4,9,12,4,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1114,3040901203016,30409088801203016,1,3,4,9,12,16,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1115,3040901203028,30409088801203028,1,3,4,9,12,28,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1116,3040901203040,30409088801203040,1,3,4,9,12,40,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1117,3040901203052,30409088801203052,1,3,4,9,12,52,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1118,3040901203065,30409088801203065,1,3,4,9,12,65,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1119,3040901203077,30409088801203077,1,3,4,9,12,77,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1120,3040901203090,30409088801203090,1,3,4,9,12,90,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1121,3040901203102,30409088801203102,1,3,4,9,12,102,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1122,3040901203116,30409088801203116,1,3,4,9,12,116,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1123,3040901203134,30409088801203134,1,3,4,9,12,134,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1124,3040901203150,30409088801203150,1,3,4,9,12,150,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1125,3041100903003,30411088800903003,1,3,4,11,9,3,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1126,3041100903015,30411088800903015,1,3,4,11,9,15,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1127,3041100903042,30411088800903042,1,3,4,11,9,42,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1128,3041100903055,30411088800903055,1,3,4,11,9,55,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1129,3041100903068,30411088800903068,1,3,4,11,9,68,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1130,3041100903081,30411088800903081,1,3,4,11,9,81,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1131,3041100903095,30411088800903095,1,3,4,11,9,95,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1132,3041100903118,30411088800903118,1,3,4,11,9,118,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1133,3041100903121,30411088800903121,1,3,4,11,9,121,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1134,3041100903137,30411088800903137,1,3,4,11,9,137,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1135,3041100903160,30411088800903160,1,3,4,11,9,160,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1136,3041200105014,30412010100105014,2,3,4,12,1,14,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1137,3041200105028,30412010100105028,2,3,4,12,1,28,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1138,3041200105042,30412010100105042,2,3,4,12,1,42,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1139,3041200105056,30412010100105056,2,3,4,12,1,56,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1140,3041200105084,30412010100105084,2,3,4,12,1,84,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1141,3041200105098,30412010100105098,2,3,4,12,1,98,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1142,3041200105112,30412010100105112,2,3,4,12,1,112,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1143,3041200105126,30412010100105126,2,3,4,12,1,126,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1144,3041402101006,30414088802101006,1,3,4,14,21,6,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1145,3041402101025,30414088802101025,1,3,4,14,21,25,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1146,3041402101043,30414088802101043,1,3,4,14,21,43,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1147,3041402101062,30414088802101062,1,3,4,14,21,62,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1148,3041402101080,30414088802101080,1,3,4,14,21,80,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1149,3041402101089,30414088802101089,1,3,4,14,21,89,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1150,3041402101102,30414088802101102,1,3,4,14,21,102,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1151,3041402101124,30414088802101124,1,3,4,14,21,124,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1152,3041402101147,30414088802101147,1,3,4,14,21,147,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1153,3041402101167,30414088802101167,1,3,4,14,21,167,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1154,3041402101187,30414088802101187,1,3,4,14,21,187,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1155,3041600204003,30416088800204003,1,3,4,16,2,3,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1156,3041600204014,30416088800204014,1,3,4,16,2,14,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1157,3041600204025,30416088800204025,1,3,4,16,2,25,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1158,3041600204044,30416088800204044,1,3,4,16,2,44,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1159,3041600204062,30416088800204062,1,3,4,16,2,62,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1160,3041600204080,30416088800204080,1,3,4,16,2,80,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1161,3041600204097,30416088800204097,1,3,4,16,2,97,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1162,3041600204100,30416088800204100,1,3,4,16,2,100,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1163,3041600204119,30416088800204119,1,3,4,16,2,119,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1164,3041600204137,30416088800204137,1,3,4,16,2,137,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1165,3041600204156,30416088800204156,1,3,4,16,2,156,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1166,3041600204175,30416088800204175,1,3,4,16,2,175,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1167,3041800309003,30418010100309003,3,3,4,18,3,3,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1168,3041800309009,30418010100309009,3,3,4,18,3,9,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1169,3041800309015,30418010100309015,3,3,4,18,3,15,8.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1170,3041800309021,30418010100309021,3,3,4,18,3,21,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1171,3041800309027,30418010100309027,3,3,4,18,3,27,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1172,3041800309033,30418010100309033,3,3,4,18,3,33,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1173,3041800309045,30418010100309045,3,3,4,18,3,45,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1174,3041800309051,30418010100309051,3,3,4,18,3,51,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1175,3041800309057,30418010100309057,3,3,4,18,3,57,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1176,3041800309063,30418010100309063,3,3,4,18,3,63,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1177,3041800309069,30418010100309069,3,3,4,18,3,69,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1178,3041800309075,30418010100309075,3,3,4,18,3,75,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1179,3041800309081,30418010100309081,3,3,4,18,3,81,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1180,3041800309087,30418010100309087,3,3,4,18,3,87,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1181,3041800807009,30418010100807009,3,3,4,18,8,9,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1182,3041800807042,30418010100807042,3,3,4,18,8,42,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1183,3041800807053,30418010100807053,3,3,4,18,8,53,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1184,3041800807086,30418010100807086,3,3,4,18,8,86,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1185,3041800807097,30418010100807097,3,3,4,18,8,97,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1186,3041800807108,30418010100807108,3,3,4,18,8,108,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1187,3041800807119,30418010100807119,3,3,4,18,8,119,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1188,3041800807130,30418010100807130,3,3,4,18,8,130,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1189,3041800807152,30418010100807152,3,3,4,18,8,152,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1190,3041800807163,30418010100807163,3,3,4,18,8,163,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1191,3050101504004,30501088801504004,1,3,5,1,15,4,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1192,3050101504012,30501088801504012,1,3,5,1,15,12,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1193,3050101504026,30501088801504026,1,3,5,1,15,26,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1194,3050101504047,30501088801504047,1,3,5,1,15,47,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1195,3050101504069,30501088801504069,1,3,5,1,15,69,9.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1196,3050101504090,30501088801504090,1,3,5,1,15,90,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1197,3050101504111,30501088801504111,1,3,5,1,15,111,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1198,3050101504132,30501088801504132,1,3,5,1,15,132,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1199,3050101504153,30501088801504153,1,3,5,1,15,153,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1200,3050101504159,30501088801504159,1,3,5,1,15,159,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1201,3050101504175,30501088801504175,1,3,5,1,15,175,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1202,3050101504196,30501088801504196,1,3,5,1,15,196,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1203,3050400305002,30504088800305002,1,3,5,4,3,2,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1204,3050400305015,30504088800305015,1,3,5,4,3,15,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1205,3050400305021,30504088800305021,1,3,5,4,3,21,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1206,3050400305036,30504088800305036,1,3,5,4,3,36,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1207,3050400305051,30504088800305051,1,3,5,4,3,51,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1208,3050400305066,30504088800305066,1,3,5,4,3,66,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1209,3050400305081,30504088800305081,1,3,5,4,3,81,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1210,3050400305111,30504088800305111,1,3,5,4,3,111,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1211,3050400305126,30504088800305126,1,3,5,4,3,126,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1212,3050400305141,30504088800305141,1,3,5,4,3,141,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1213,3050400305170,30504088800305170,1,3,5,4,3,170,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1214,3050701204006,30507088801204006,1,3,5,7,12,6,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1215,3050701204018,30507088801204018,1,3,5,7,12,18,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1216,3050701204024,30507088801204024,1,3,5,7,12,24,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1217,3050701204042,30507088801204042,1,3,5,7,12,42,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1218,3050701204043,30507088801204043,1,3,5,7,12,43,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1219,3050701204079,30507088801204079,1,3,5,7,12,79,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1220,3050701204097,30507088801204097,1,3,5,7,12,97,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1221,3050701204115,30507088801204115,1,3,5,7,12,115,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1222,3050701204133,30507088801204133,1,3,5,7,12,133,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1223,3050701204151,30507088801204151,1,3,5,7,12,151,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1224,3050701204169,30507088801204169,1,3,5,7,12,169,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1225,3050800106013,30508010100106013,3,3,5,8,1,13,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1226,3050800106022,30508010100106022,3,3,5,8,1,22,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1227,3050800106031,30508010100106031,3,3,5,8,1,31,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1228,3050800106040,30508010100106040,3,3,5,8,1,40,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1229,3050800106049,30508010100106049,3,3,5,8,1,49,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1230,3050800106058,30508010100106058,3,3,5,8,1,58,9.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1231,3050800106067,30508010100106067,3,3,5,8,1,67,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1232,3050800106076,30508010100106076,3,3,5,8,1,76,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1233,3050800106085,30508010100106085,3,3,5,8,1,85,11.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1234,3050800106094,30508010100106094,3,3,5,8,1,94,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1235,3050800106103,30508010100106103,3,3,5,8,1,103,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1236,3050800106112,30508010100106112,3,3,5,8,1,112,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1237,3050800106121,30508010100106121,3,3,5,8,1,121,7.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1238,3050800106130,30508010100106130,3,3,5,8,1,130,6.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1239,3050900104011,30509020100104011,2,3,5,9,1,11,5.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1240,3050900104027,30509020100104027,2,3,5,9,1,27,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1241,3050900104043,30509020100104043,2,3,5,9,1,43,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1242,3050900104059,30509020100104059,2,3,5,9,1,59,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1243,3050900104075,30509020100104075,2,3,5,9,1,75,2.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1244,3050900104091,30509020100104091,2,3,5,9,1,91,1.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1245,3050900104107,30509020100104107,2,3,5,9,1,107,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1246,3050900104123,30509020100104123,2,3,5,9,1,123,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1247,3050900104155,30509020100104155,2,3,5,9,1,155,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1248,3050900104171,30509020100104171,2,3,5,9,1,171,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1249,3050900104187,30509020100104187,2,3,5,9,1,187,4.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1250,3051100307001,30511088800307001,1,3,5,11,3,1,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
1251,3051100307021,30511088800307021,1,3,5,11,3,21,3.0,**CONFIDENTIAL**,**CONFIDENTIAL**
