household_id,household_id2,rural,pw_w3,saq01,saq03,saq06,saq08,hh_s5cq03
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,2
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,1
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,1
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,1
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,1
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,2
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,1
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,1
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,49,2
1.0103E+12,1.01031E+16,1,778.7767944,1,3,18,51,1
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,69,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,85,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,100,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,115,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,130,1
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,145,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,1,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,25,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,49,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,73,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,97,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,121,2
1.0105E+12,1.01051E+16,1,2491.409424,1,5,2,142,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,145,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,169,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,193,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,217,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,2,2
1.0106E+12,1.01061E+16,1,270.4868469,1,6,4,14,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,21,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,39,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,57,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,75,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,94,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,112,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,130,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,148,2
1.0106E+12,1.01061E+16,1,270.4868469,1,6,4,160,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,167,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,12,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,35,1
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,58,1
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,81,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,104,1
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,127,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,150,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,173,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,196,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,219,1
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,242,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,265,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,288,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,311,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,334,1
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,2,1
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,12,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,17,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,27,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,47,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,62,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,77,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,92,1
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,107,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,122,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,137,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,8,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,34,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,47,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,73,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,86,1
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,99,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,112,1
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,125,1
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,151,1
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,164,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,177,1
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,190,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,2,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,17,1
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,28,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,33,1
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,48,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,63,1
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,78,1
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,108,2
1.0202E+12,1.02021E+16,1,397.631958,1,2,8,120,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,124,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,139,1
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,2,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,17,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,32,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,47,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,62,1
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,80,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,95,2
1.0203E+12,1.02031E+16,1,1126.918213,1,3,10,97,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,111,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,128,2
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,145,2
1.0203E+12,1.02031E+16,1,1126.918213,1,3,10,152,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,2,2
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,5,1
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,18,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,33,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,48,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,63,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,78,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,93,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,108,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,123,2
1.0204E+12,1.02041E+16,1,4059.954346,1,4,17,138,2
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,149,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,2,2
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,18,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,33,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,50,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,66,2
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,81,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,97,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,134,1
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,136,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,162,2
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,180,2
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,27,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,57,2
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,87,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,117,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,177,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,237,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,267,2
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,297,2
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,327,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,357,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,4,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,19,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,29,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,34,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,49,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,64,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,79,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,94,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,109,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,124,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,140,2
1.0208E+12,1.02081E+16,1,340.8205261,1,8,6,180,1
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,6,1
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,24,2
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,43,2
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,63,1
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,83,1
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,91,2
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,104,1
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,123,2
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,142,2
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,162,2
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,172,1
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,182,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,4,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,16,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,28,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,52,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,64,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,76,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,88,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,100,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,124,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,136,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,148,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,160,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,172,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,3,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,12,2
1.0301E+12,1.03011E+16,1,5777.334473,1,1,2,13,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,23,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,32,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,47,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,91,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,129,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,139,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,148,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,157,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,2,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,9,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,16,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,23,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,30,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,37,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,44,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,65,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,72,1
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,79,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,86,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,93,2
1.0303E+12,1.0303E+16,3,2494.615723,1,3,1,100,1
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,2,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,14,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,27,1
1.0303E+12,1.03031E+16,1,1279.666504,1,3,6,36,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,40,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,52,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,66,1
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,78,1
1.0303E+12,1.03031E+16,1,1279.666504,1,3,6,100,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,107,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,119,2
1.0303E+12,1.03031E+16,1,2445.584717,1,3,6,131,2
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,1,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,14,2
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,27,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,40,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,54,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,67,1
1.0304E+12,1.03041E+16,1,2738.3125,1,4,1,77,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,85,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,104,1
1.0304E+12,1.03041E+16,1,2738.3125,1,4,1,115,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,120,1
1.0304E+12,1.03041E+16,1,2473.314697,1,4,1,135,1
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,1,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,22,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,36,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,43,2
1.0305E+12,1.03051E+16,1,249.983139,1,5,12,59,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,65,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,86,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,107,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,130,2
1.0305E+12,1.03051E+16,1,249.983139,1,5,12,137,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,152,2
1.0305E+12,1.03051E+16,1,1774.880249,1,5,12,174,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,21,1
1.0306E+12,1.03061E+16,1,1843.871582,1,6,6,36,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,43,1
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,62,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,88,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,112,2
1.0306E+12,1.03061E+16,1,1843.871582,1,6,6,122,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,133,1
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,152,1
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,174,2
1.0306E+12,1.03061E+16,1,1562.900513,1,6,6,196,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,4,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,16,2
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,28,2
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,40,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,64,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,76,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,88,2
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,100,1
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,112,2
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,124,2
1.0307E+12,1.03071E+16,2,2226.82373,1,7,1,136,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,6,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,25,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,43,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,61,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,79,1
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,97,2
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,115,1
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,133,1
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,151,1
1.0307E+12,1.03071E+16,1,645.866333,1,7,7,166,1
1.0307E+12,1.03071E+16,1,645.866333,1,7,7,167,1
1.0307E+12,1.03071E+16,1,2441.374756,1,7,7,171,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,1,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,11,2
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,21,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,31,2
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,41,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,51,2
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,61,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,71,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,81,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,91,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,101,2
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,121,1
1.0309E+12,1.0309E+16,3,1902.123047,1,9,1,141,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,3,2
1.0401E+12,1.04011E+16,1,514.144165,1,1,12,9,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,22,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,45,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,63,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,81,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,99,1
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,118,1
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,136,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,154,2
1.0401E+12,1.04011E+16,1,2849.827148,1,1,12,172,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,11,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,23,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,35,1
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,47,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,59,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,71,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,83,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,95,1
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,107,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,119,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,131,2
1.0403E+12,1.0403E+16,2,1688.786133,1,3,1,143,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,2,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,14,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,27,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,40,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,53,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,65,2
1.0403E+12,1.04031E+16,1,1783.445068,1,3,4,74,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,79,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,93,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,106,2
1.0403E+12,1.04031E+16,1,3076.442627,1,3,4,118,2
1.0403E+12,1.04031E+16,1,1783.445068,1,3,4,143,2
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,1,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,11,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,16,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,31,2
1.0404E+12,1.04041E+16,1,107.4578247,1,4,1,46,2
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,47,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,62,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,77,2
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,92,1
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,107,2
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,122,2
1.0404E+12,1.04041E+16,1,1680.249512,1,4,1,137,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,4,1
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,25,1
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,46,2
1.0405E+12,1.04051E+16,1,453.863739,1,5,7,62,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,70,1
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,114,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,135,1
1.0405E+12,1.04051E+16,1,453.863739,1,5,7,141,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,158,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,179,2
1.0405E+12,1.04051E+16,1,2148.28833,1,5,7,200,2
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,3,2
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,20,2
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,33,1
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,55,2
1.0406E+12,1.04061E+16,1,10551.2207,1,6,8,60,1
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,74,1
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,117,1
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,137,1
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,155,2
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,183,2
1.0406E+12,1.04061E+16,1,1324.764404,1,6,8,207,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,20,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,39,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,54,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,80,2
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,98,2
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,116,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,135,1
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,155,2
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,167,2
1.0408E+12,1.04081E+16,1,3399.514648,1,8,4,173,2
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,1,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,12,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,34,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,45,2
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,56,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,78,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,89,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,100,2
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,111,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,122,2
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,133,2
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,144,1
1.0409E+12,1.0409E+16,3,2794.935059,1,9,3,155,2
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,7,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,19,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,31,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,43,2
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,55,2
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,67,2
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,79,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,103,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,115,2
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,127,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,139,1
1.0501E+12,1.0501E+16,3,2317.763184,1,1,1,151,2
