household_id,household_id2,rural,pw_w3,saq01,saq03,saq06,saq08,hh_s5cq0a,hh_s5cq04,hh_s5cq05
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,Children 0-5 yea,0,0
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,Children 6-15 ye,0,0
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,Adults 16-65 yea,7,63
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,Adults over 65 y,0,0
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,Children 0-5 yea,2,2
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,Children 6-15 ye,3,27
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,Adults 16-65 yea,2,12
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,Adults over 65 y,5,45
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,Children 0-5 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,Children 6-15 ye,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,Adults 16-65 yea,3,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,Adults over 65 y,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,Children 0-5 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,Children 6-15 ye,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,Adults 16-65 yea,2,2
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,Adults over 65 y,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,Children 0-5 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,Children 6-15 ye,1,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,Adults 16-65 yea,1,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,Adults over 65 y,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,Children 0-5 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,Children 6-15 ye,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,Adults 16-65 yea,2,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,Adults over 65 y,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,Children 0-5 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,Children 6-15 ye,1,1
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,Adults 16-65 yea,0,0
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,Adults over 65 y,0,0
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,Children 0-5 yea,0,0
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,Children 6-15 ye,3,3
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,Adults 16-65 yea,0,0
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,Adults over 65 y,0,0
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,Children 0-5 yea,7,14
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,Children 6-15 ye,7,14
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,Adults 16-65 yea,6,8
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,Adults over 65 y,3,9
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,Children 0-5 yea,2,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,Children 6-15 ye,2,2
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,Adults 16-65 yea,4,4
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,Adults over 65 y,2,2
1.0103E+12,1.01031E+16,1,778.7767944,1,3,18,51,Children 0-5 yea,0,0
1.0103E+12,1.01031E+16,1,778.7767944,1,3,18,51,Children 6-15 ye,0,0
1.0103E+12,1.01031E+16,1,778.7767944,1,3,18,51,Adults 16-65 yea,2,6
1.0103E+12,1.01031E+16,1,778.7767944,1,3,18,51,Adults over 65 y,0,0
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,130,Children 0-5 yea,4,4
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,130,Children 6-15 ye,3,6
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,130,Adults 16-65 yea,2,4
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,130,Adults over 65 y,0,0
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,145,Children 0-5 yea,0,0
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,145,Children 6-15 ye,0,0
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,145,Adults 16-65 yea,7,21
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,145,Adults over 65 y,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,1,Children 0-5 yea,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,1,Children 6-15 ye,2,2
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,1,Adults 16-65 yea,1,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,1,Adults over 65 y,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,97,Children 0-5 yea,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,97,Children 6-15 ye,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,97,Adults 16-65 yea,2,4
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,97,Adults over 65 y,1,1
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,169,Children 0-5 yea,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,169,Children 6-15 ye,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,169,Adults 16-65 yea,2,4
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,169,Adults over 65 y,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,193,Children 0-5 yea,0,0
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,193,Children 6-15 ye,2,4
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,193,Adults 16-65 yea,2,4
1.0105E+12,1.01051E+16,1,3921.960205,1,5,2,193,Adults over 65 y,1,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,21,Children 0-5 yea,3,4
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,21,Children 6-15 ye,2,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,21,Adults 16-65 yea,3,8
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,21,Adults over 65 y,1,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,39,Children 0-5 yea,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,39,Children 6-15 ye,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,39,Adults 16-65 yea,2,4
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,39,Adults over 65 y,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,57,Children 0-5 yea,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,57,Children 6-15 ye,1,1
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,57,Adults 16-65 yea,1,2
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,57,Adults over 65 y,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,130,Children 0-5 yea,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,130,Children 6-15 ye,0,0
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,130,Adults 16-65 yea,2,4
1.0106E+12,1.01061E+16,1,3426.166992,1,6,4,130,Adults over 65 y,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,35,Children 0-5 yea,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,35,Children 6-15 ye,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,35,Adults 16-65 yea,2,6
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,35,Adults over 65 y,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,58,Children 0-5 yea,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,58,Children 6-15 ye,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,58,Adults 16-65 yea,7,22
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,58,Adults over 65 y,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,104,Children 0-5 yea,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,104,Children 6-15 ye,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,104,Adults 16-65 yea,7,11
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,104,Adults over 65 y,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,219,Children 0-5 yea,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,219,Children 6-15 ye,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,219,Adults 16-65 yea,1,2
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,219,Adults over 65 y,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,334,Children 0-5 yea,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,334,Children 6-15 ye,0,0
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,334,Adults 16-65 yea,1,8
1.0107E+12,1.0107E+16,3,4280.703613,1,7,1,334,Adults over 65 y,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,2,Children 0-5 yea,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,2,Children 6-15 ye,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,2,Adults 16-65 yea,1,1
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,2,Adults over 65 y,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,92,Children 0-5 yea,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,92,Children 6-15 ye,0,0
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,92,Adults 16-65 yea,1,2
1.0201E+12,1.02011E+16,1,3320.481934,1,1,2,92,Adults over 65 y,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,86,Children 0-5 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,86,Children 6-15 ye,1,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,86,Adults 16-65 yea,2,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,86,Adults over 65 y,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,112,Children 0-5 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,112,Children 6-15 ye,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,112,Adults 16-65 yea,4,8
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,112,Adults over 65 y,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,125,Children 0-5 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,125,Children 6-15 ye,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,125,Adults 16-65 yea,2,4
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,125,Adults over 65 y,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,151,Children 0-5 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,151,Children 6-15 ye,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,151,Adults 16-65 yea,2,2
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,151,Adults over 65 y,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,177,Children 0-5 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,177,Children 6-15 ye,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,177,Adults 16-65 yea,0,0
1.0202E+12,1.0202E+16,3,1781.978394,1,2,1,177,Adults over 65 y,1,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,17,Children 0-5 yea,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,17,Children 6-15 ye,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,17,Adults 16-65 yea,1,3
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,17,Adults over 65 y,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,33,Children 0-5 yea,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,33,Children 6-15 ye,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,33,Adults 16-65 yea,1,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,33,Adults over 65 y,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,63,Children 0-5 yea,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,63,Children 6-15 ye,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,63,Adults 16-65 yea,2,1
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,63,Adults over 65 y,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,78,Children 0-5 yea,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,78,Children 6-15 ye,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,78,Adults 16-65 yea,1,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,78,Adults over 65 y,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,139,Children 0-5 yea,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,139,Children 6-15 ye,0,0
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,139,Adults 16-65 yea,2,2
1.0202E+12,1.02021E+16,1,3558.806152,1,2,8,139,Adults over 65 y,0,0
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,62,Children 0-5 yea,0,0
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,62,Children 6-15 ye,0,0
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,62,Adults 16-65 yea,1,1
1.0203E+12,1.02031E+16,1,3237.328369,1,3,10,62,Adults over 65 y,1,2
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,5,Children 0-5 yea,0,0
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,5,Children 6-15 ye,0,0
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,5,Adults 16-65 yea,1,5
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,5,Adults over 65 y,0,0
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,149,Children 0-5 yea,2,5
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,149,Children 6-15 ye,0,0
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,149,Adults 16-65 yea,3,4
1.0204E+12,1.02041E+16,1,830.9848022,1,4,17,149,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,18,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,18,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,18,Adults 16-65 yea,1,2
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,18,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,33,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,33,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,33,Adults 16-65 yea,1,4
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,33,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,50,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,50,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,50,Adults 16-65 yea,1,2
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,50,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,81,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,81,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,81,Adults 16-65 yea,2,1
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,81,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,97,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,97,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,97,Adults 16-65 yea,3,6
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,97,Adults over 65 y,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,134,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,134,Children 6-15 ye,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,134,Adults 16-65 yea,0,0
1.0206E+12,1.02061E+16,1,3835.101318,1,6,13,134,Adults over 65 y,1,1
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,136,Children 0-5 yea,0,0
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,136,Children 6-15 ye,2,6
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,136,Adults 16-65 yea,4,12
1.0206E+12,1.02061E+16,1,208.4294281,1,6,13,136,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,27,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,27,Children 6-15 ye,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,27,Adults 16-65 yea,3,3
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,27,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,87,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,87,Children 6-15 ye,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,87,Adults 16-65 yea,1,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,87,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,117,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,117,Children 6-15 ye,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,117,Adults 16-65 yea,1,12
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,117,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,177,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,177,Children 6-15 ye,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,177,Adults 16-65 yea,2,4
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,177,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,237,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,237,Children 6-15 ye,5,13
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,237,Adults 16-65 yea,1,2
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,237,Adults over 65 y,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,327,Children 0-5 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,327,Children 6-15 ye,1,1
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,327,Adults 16-65 yea,0,0
1.0207E+12,1.0207E+16,2,2459.868164,1,7,1,327,Adults over 65 y,0,0
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,4,Children 0-5 yea,0,0
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,4,Children 6-15 ye,0,0
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,4,Adults 16-65 yea,1,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,4,Adults over 65 y,1,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,49,Children 0-5 yea,2,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,49,Children 6-15 ye,2,2
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,49,Adults 16-65 yea,1,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,49,Adults over 65 y,2,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,94,Children 0-5 yea,0,0
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,94,Children 6-15 ye,0,0
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,94,Adults 16-65 yea,1,1
1.0208E+12,1.02081E+16,1,2757.547852,1,8,6,94,Adults over 65 y,0,0
1.0208E+12,1.02081E+16,1,340.8205261,1,8,6,180,Children 0-5 yea,0,0
1.0208E+12,1.02081E+16,1,340.8205261,1,8,6,180,Children 6-15 ye,0,0
1.0208E+12,1.02081E+16,1,340.8205261,1,8,6,180,Adults 16-65 yea,1,6
1.0208E+12,1.02081E+16,1,340.8205261,1,8,6,180,Adults over 65 y,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,6,Children 0-5 yea,1,10
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,6,Children 6-15 ye,1,10
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,6,Adults 16-65 yea,2,15
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,6,Adults over 65 y,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,63,Children 0-5 yea,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,63,Children 6-15 ye,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,63,Adults 16-65 yea,2,12
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,63,Adults over 65 y,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,83,Children 0-5 yea,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,83,Children 6-15 ye,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,83,Adults 16-65 yea,2,12
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,83,Adults over 65 y,0,0
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,104,Children 0-5 yea,2,10
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,104,Children 6-15 ye,1,4
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,104,Adults 16-65 yea,2,20
1.0209E+12,1.02091E+16,1,3316.286377,1,9,6,104,Adults over 65 y,1,3
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,172,Children 0-5 yea,0,0
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,172,Children 6-15 ye,0,0
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,172,Adults 16-65 yea,2,4
1.0209E+12,1.02091E+16,1,1190.054932,1,9,6,172,Adults over 65 y,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,16,Children 0-5 yea,2,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,16,Children 6-15 ye,2,3
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,16,Adults 16-65 yea,1,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,16,Adults over 65 y,2,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,64,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,64,Children 6-15 ye,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,64,Adults 16-65 yea,3,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,64,Adults over 65 y,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,76,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,76,Children 6-15 ye,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,76,Adults 16-65 yea,2,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,76,Adults over 65 y,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,100,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,100,Children 6-15 ye,1,3
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,100,Adults 16-65 yea,2,6
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,100,Adults over 65 y,1,3
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,124,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,124,Children 6-15 ye,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,124,Adults 16-65 yea,1,6
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,124,Adults over 65 y,1,6
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,136,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,136,Children 6-15 ye,2,2
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,136,Adults 16-65 yea,1,1
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,136,Adults over 65 y,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,160,Children 0-5 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,160,Children 6-15 ye,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,160,Adults 16-65 yea,0,0
1.0212E+12,1.0212E+16,3,2164.18457,1,12,4,160,Adults over 65 y,1,3
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,23,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,23,Children 6-15 ye,4,4
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,23,Adults 16-65 yea,1,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,23,Adults over 65 y,2,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,32,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,32,Children 6-15 ye,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,32,Adults 16-65 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,32,Adults over 65 y,2,4
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,47,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,47,Children 6-15 ye,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,47,Adults 16-65 yea,1,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,47,Adults over 65 y,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,91,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,91,Children 6-15 ye,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,91,Adults 16-65 yea,2,4
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,91,Adults over 65 y,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,129,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,129,Children 6-15 ye,1,2
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,129,Adults 16-65 yea,3,1
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,129,Adults over 65 y,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,148,Children 0-5 yea,0,0
1.0301E+12,1.03011E+16,1,1550.373291,1,1,2,148,Children 6-15 ye,0,0
