household_id,household_id2,rural,individual_id,individual_id2,saq01,saq02,saq03,saq06,saq08,hh_s1q00,hh_s1q02,hh_s1q03,hh_s1q04e,hh_s1q04h,hh_s1q05,hh_s1q07,hh_s1q08,hh_s1q09,hh_s1q10,hh_s1q26,hh_s1q27,hh_s1q31,hh_s1q32_a,hh_s1q32_b,hh_s1q33,hh_s1q34,hh_s1q35
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,1,1,2,,,0,1,6,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,2,,,,,,,,,,1,,1,GBRNA,6,1,9,6
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,3,,,,,,,,,,1,,1,GBRNA,6,1,9,6
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,4,,,,,,,,,,1,,2,,,,10,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,5,,,,,,,,,,1,,2,,,,10,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,6,,,,,,,,,,1,,2,,,,10,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,7,,,,,,,,,,1,,2,,,,10,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,2,8,,,,,,,,,,1,,2,,,,10,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,3,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,4,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,5,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,6,3,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,7,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,8,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,17,9,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,34,1,1,2,,,0,1,6,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,49,1,1,2,,,0,1,4,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,49,2,,,,,,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,49,3,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,49,4,3,2,,,1,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,64,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,64,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,64,3,,,,,,,,,,1,,1,ERSHA,6,1,1,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,64,4,,,,,,,,,,1,,1,ERSHA,6,1,1,1
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,80,1,1,2,,,0,1,4,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,80,2,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,80,3,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,80,4,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,1,1,1,,,2,1,2,1,2,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,3,,,,,,,,,,2,1,1,SHEKETA SHEKEKE,5,8,9,6
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,4,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,5,3,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,87,6,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,101,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,101,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,101,3,3,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,101,4,3,1,,,0,2,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,101,5,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,1,1,1,,,0,1,2,1,5,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,2,3,1,,,6,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,3,3,1,,,3,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,4,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,5,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,6,9,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,7,3,2,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,8,3,2,,,1,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,116,9,9,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,1,,,,,,,,,,1,,1,GBRNA,6,1,9,6
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,2,1,2,,,0,1,4,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,3,3,1,,,0,1,4,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,4,3,2,,,0,1,4,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,5,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,6,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,7,3,2,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,131,8,3,1,,,0,1,1,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,1,1,1,,,0,1,2,1,3,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,2,,,,,,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,3,2,2,,,0,1,2,1,1,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,4,,,,,,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,5,3,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,6,3,1,,,0,,,,,,,,,,,,
1.0101E+12,1.01011E+16,1,1.0101E+14,1.01E+18,1,1,1,16,146,7,9,1,,,3,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,1,1,1,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,2,2,2,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,3,,,,,,,,,,1,,1,WHA HAFET,3,4,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,4,3,1,,,4,1,2,2,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,5,3,1,,,1,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,6,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,7,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,8,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,9,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,1,10,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,1,1,2,,,0,1,5,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,2,3,2,,,4,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,3,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,4,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,5,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,6,4,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,11,7,4,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,3,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,4,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,5,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,6,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,7,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,16,8,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,26,1,1,2,,,0,1,6,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,26,2,4,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,3,3,1,,,4,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,4,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,5,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,6,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,7,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,8,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,31,9,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,1,1,1,,,4,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,3,,,,,,,,,,1,,1,HAKIM,3,12,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,4,3,1,,,4,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,5,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,6,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,7,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,36,8,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,1,1,1,,,2,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,3,,,,,,,,,,1,,2,,,,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,4,3,1,,,2,1,2,2,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,5,3,1,,,1,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,6,3,1,,,1,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,7,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,8,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,9,3,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,46,10,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,3,3,1,,,4,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,4,3,2,,,0,1,2,1,9,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,5,3,1,,,2,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,6,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,7,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,8,3,1,,,5,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,61,9,9,2,,,0,1,2,1,4,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,3,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,4,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,5,3,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,6,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,7,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,8,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,91,9,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,106,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,106,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,106,3,3,2,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,106,4,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,106,5,3,1,,,0,,,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,3,,,,,,,,,,2,2,1,YEKEN SRA,9,6,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,4,,,,,,,,,,1,,1,GBRNA,6,10,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,5,3,1,,,2,1,2,2,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,6,3,1,,,5,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,7,4,2,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,8,,,,,,,,,,1,,1,KEBT TEBKA,9,10,1,1
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,121,9,7,1,,,0,1,1,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,136,1,1,2,,,0,1,6,,,,,,,,,,
1.0102E+12,1.01021E+16,1,1.0102E+14,1.01E+18,1,1,2,14,136,2,4,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,4,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,4,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,4,3,,,,,,,,,,1,,2,,,,7,6
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,4,4,3,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,16,1,2,2,,,0,1,2,1,4,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,16,2,3,2,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,16,3,3,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,16,4,1,1,,,10,1,2,1,1,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,40,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,40,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,40,3,3,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,52,1,1,2,,,0,4,6,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,52,2,3,1,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,52,3,3,2,,,0,4,4,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,52,4,,,,,,,,,,2,2,1,LBS SFET,9,14,1,6
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,52,5,4,1,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,64,1,1,2,,,0,1,4,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,64,2,,,,,,,,,,2,2,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,64,3,3,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,64,4,3,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,64,5,3,1,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,1,,,,,,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,2,1,2,,,0,4,6,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,3,3,1,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,4,3,1,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,5,3,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,76,6,,,,,,,,,,2,3,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,88,1,1,2,,,0,4,4,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,88,2,3,1,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,88,3,3,2,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,88,4,3,2,,,0,4,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,1,1,1,,,0,1,2,2,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,2,2,2,,,0,1,2,2,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,3,3,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,4,3,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,5,3,2,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,100,6,3,1,,,0,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,112,1,1,1,,,0,1,2,1,2,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,112,2,2,2,,,0,1,2,1,1,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,112,3,,,,,,,,,,2,2,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,112,4,4,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,124,1,,,,,,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,124,2,1,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,1,,,,,,,,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,2,1,2,,,0,1,6,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,3,3,1,,,0,1,4,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,4,,,,,,,,,,2,1,1,METET MESHT,7,8,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,5,3,1,,,0,1,1,,,,,,,,,,
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,6,,,,,,,,,,2,1,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,7,,,,,,,,,,2,1,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,8,,,,,,,,,,2,1,2,,,,1,1
1.0103E+12,1.0103E+16,2,1.0103E+14,1.01E+18,1,1,3,1,136,9,,,,,,,,,,2,1,2,,,,1,1
